#,Date-Time (CET),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
115,06/28/2021 13:14:35,26.58,53.18,16.29,,
116,06/28/2021 13:24:35,26.69,53.42,16.47,,
117,06/28/2021 13:34:35,26.82,53.31,16.55,,
118,06/28/2021 13:44:35,26.95,55.76,17.38,,
119,06/28/2021 13:54:35,26.76,72.24,21.37,,
120,06/28/2021 14:04:35,26.34,73.20,21.18,,
121,06/28/2021 14:07:12,,,,Logged,
122,06/28/2021 14:08:15,,,,Logged,
123,06/28/2021 14:14:35,25.82,78.52,21.83,,
124,06/28/2021 14:24:35,25.81,70.87,20.15,,
125,06/28/2021 14:34:35,25.92,75.40,21.26,,
126,06/28/2021 14:44:35,26.22,72.99,21.02,,
127,06/28/2021 14:54:35,26.49,75.77,21.89,,
128,06/28/2021 15:04:35,26.66,77.32,22.39,,
129,06/28/2021 15:14:35,26.85,68.37,20.56,,
130,06/28/2021 15:24:35,26.80,75.89,22.22,,
131,06/28/2021 15:34:35,26.51,69.35,20.47,,
132,06/28/2021 15:44:35,26.58,61.13,18.50,,
133,06/28/2021 15:54:35,26.45,56.99,17.26,,
134,06/28/2021 16:04:35,26.41,59.30,17.86,,
135,06/28/2021 16:14:35,26.52,59.67,18.06,,
136,06/28/2021 16:24:35,26.26,57.98,17.36,,
137,06/28/2021 16:34:35,26.09,63.96,18.76,,
138,06/28/2021 16:44:35,26.04,58.41,17.27,,
139,06/28/2021 16:54:35,25.95,67.23,19.43,,
140,06/28/2021 17:04:35,26.05,64.03,18.74,,
141,06/28/2021 17:14:35,26.18,62.02,18.35,,
142,06/28/2021 17:24:35,26.11,65.14,19.07,,
143,06/28/2021 17:34:35,25.98,58.86,17.34,,
144,06/28/2021 17:44:35,25.92,65.66,19.02,,
145,06/28/2021 17:54:35,25.94,65.78,19.07,,
146,06/28/2021 18:04:35,25.91,62.98,18.34,,
147,06/28/2021 18:14:35,25.79,65.45,18.85,,
148,06/28/2021 18:24:35,25.54,68.14,19.26,,
149,06/28/2021 18:34:35,25.19,67.01,18.65,,
150,06/28/2021 18:44:35,24.87,71.94,19.48,,
151,06/28/2021 18:54:35,24.54,72.94,19.39,,
152,06/28/2021 19:04:35,24.38,75.25,19.74,,
153,06/28/2021 19:14:35,24.36,73.69,19.39,,
154,06/28/2021 19:24:35,24.08,66.49,17.47,,
155,06/28/2021 19:34:35,23.87,71.67,18.47,,
156,06/28/2021 19:44:35,23.55,73.27,18.51,,
157,06/28/2021 19:54:35,23.27,75.05,18.62,,
158,06/28/2021 20:04:35,22.91,74.04,18.06,,
159,06/28/2021 20:14:35,22.62,75.80,18.15,,
160,06/28/2021 20:24:35,22.38,76.94,18.16,,
161,06/28/2021 20:34:35,22.06,78.60,18.19,,
162,06/28/2021 20:44:35,21.67,77.86,17.66,,
163,06/28/2021 20:54:35,21.33,79.72,17.71,,
164,06/28/2021 21:04:35,20.85,81.97,17.68,,
165,06/28/2021 21:14:35,20.29,84.94,17.70,,
166,06/28/2021 21:24:35,19.83,87.33,17.68,,
167,06/28/2021 21:34:35,19.52,89.07,17.69,,
168,06/28/2021 21:44:35,19.26,90.22,17.64,,
169,06/28/2021 21:54:35,19.09,91.18,17.64,,
170,06/28/2021 22:04:35,19.00,91.94,17.69,,
171,06/28/2021 22:14:35,18.81,90.81,17.30,,
172,06/28/2021 22:24:35,18.33,89.59,16.61,,
173,06/28/2021 22:34:35,18.06,91.25,16.63,,
174,06/28/2021 22:44:35,17.91,91.73,16.56,,
175,06/28/2021 22:54:35,17.80,92.48,16.59,,
176,06/28/2021 23:04:35,17.72,92.73,16.54,,
177,06/28/2021 23:14:35,17.63,93.01,16.51,,
178,06/28/2021 23:24:35,17.54,93.06,16.43,,
179,06/28/2021 23:34:35,17.51,93.57,16.48,,
180,06/28/2021 23:44:35,17.47,93.80,16.48,,
181,06/28/2021 23:54:35,17.54,94.22,16.62,,
182,06/29/2021 00:04:35,17.52,93.71,16.52,,
183,06/29/2021 00:14:35,17.47,93.52,16.43,,
184,06/29/2021 00:24:35,17.24,90.84,15.75,,
185,06/29/2021 00:34:35,16.93,91.57,15.57,,
186,06/29/2021 00:44:35,16.71,92.44,15.49,,
187,06/29/2021 00:54:35,16.57,93.02,15.45,,
188,06/29/2021 01:04:35,16.43,92.79,15.28,,
189,06/29/2021 01:14:35,16.32,92.95,15.20,,
190,06/29/2021 01:24:35,16.24,93.16,15.15,,
191,06/29/2021 01:34:35,16.13,93.57,15.11,,
192,06/29/2021 01:44:35,16.05,93.87,15.09,,
193,06/29/2021 01:54:35,16.07,94.09,15.14,,
194,06/29/2021 02:04:35,16.08,94.22,15.17,,
195,06/29/2021 02:14:35,16.07,94.62,15.23,,
196,06/29/2021 02:24:35,16.12,94.69,15.28,,
197,06/29/2021 02:34:35,16.16,94.43,15.28,,
198,06/29/2021 02:44:35,16.17,93.76,15.18,,
199,06/29/2021 02:54:35,16.12,93.29,15.05,,
200,06/29/2021 03:04:35,16.19,92.55,15.00,,
201,06/29/2021 03:14:35,16.18,92.17,14.93,,
202,06/29/2021 03:24:35,16.07,91.64,14.73,,
203,06/29/2021 03:34:35,16.02,90.92,14.56,,
204,06/29/2021 03:44:35,15.91,92.14,14.66,,
205,06/29/2021 03:54:35,15.74,92.78,14.59,,
206,06/29/2021 04:04:35,15.59,93.75,14.61,,
207,06/29/2021 04:14:35,15.47,94.24,14.57,,
208,06/29/2021 04:24:35,15.42,94.49,14.56,,
209,06/29/2021 04:34:35,15.33,95.17,14.58,,
210,06/29/2021 04:44:35,15.33,95.30,14.60,,
211,06/29/2021 04:54:35,15.39,95.85,14.75,,
212,06/29/2021 05:04:35,15.40,95.75,14.74,,
213,06/29/2021 05:14:35,15.44,96.01,14.83,,
214,06/29/2021 05:24:35,15.58,96.51,15.05,,
215,06/29/2021 05:34:35,15.76,96.41,15.21,,
216,06/29/2021 05:44:35,15.83,96.26,15.25,,
217,06/29/2021 05:54:35,15.83,96.14,15.23,,
218,06/29/2021 06:04:35,15.84,96.06,15.23,,
219,06/29/2021 06:14:35,15.80,95.82,15.15,,
220,06/29/2021 06:24:35,15.76,95.75,15.11,,
221,06/29/2021 06:34:35,15.84,95.82,15.19,,
222,06/29/2021 06:44:35,15.98,95.99,15.36,,
223,06/29/2021 06:54:35,16.07,95.80,15.42,,
224,06/29/2021 07:04:35,16.17,96.03,15.56,,
225,06/29/2021 07:14:35,16.35,95.58,15.67,,
226,06/29/2021 07:24:35,16.60,95.84,15.95,,
227,06/29/2021 07:34:35,16.66,94.16,15.74,,
228,06/29/2021 07:44:35,16.81,94.11,15.88,,
229,06/29/2021 07:54:35,17.21,93.01,16.09,,
230,06/29/2021 08:04:35,17.33,91.97,16.03,,
231,06/29/2021 08:14:35,17.48,89.88,15.82,,
232,06/29/2021 08:24:35,17.53,91.14,16.09,,
233,06/29/2021 08:34:35,17.41,90.69,15.90,,
234,06/29/2021 08:44:35,17.31,90.92,15.83,,
235,06/29/2021 08:54:35,17.15,91.34,15.74,,
236,06/29/2021 09:04:35,16.94,90.29,15.36,,
237,06/29/2021 09:14:35,16.84,90.86,15.35,,
238,06/29/2021 09:24:35,16.81,91.32,15.41,,
239,06/29/2021 09:34:35,16.94,91.82,15.62,,
240,06/29/2021 09:44:35,17.07,91.15,15.64,,
241,06/29/2021 09:54:35,17.28,89.39,15.53,,
242,06/29/2021 10:04:35,17.63,92.00,16.34,,
243,06/29/2021 10:14:35,17.75,88.50,15.84,,
244,06/29/2021 10:24:35,17.75,88.46,15.84,,
245,06/29/2021 10:34:35,17.72,89.47,15.98,,
246,06/29/2021 10:44:35,17.55,89.34,15.80,,
247,06/29/2021 10:54:35,17.58,89.24,15.80,,
248,06/29/2021 11:04:35,17.94,89.34,16.18,,
249,06/29/2021 11:14:35,18.18,88.92,16.34,,
250,06/29/2021 11:24:35,18.56,88.63,16.67,,
251,06/29/2021 11:34:35,19.16,87.18,17.00,,
252,06/29/2021 11:44:35,19.72,85.49,17.24,,
253,06/29/2021 11:54:35,20.06,81.05,16.73,,
254,06/29/2021 12:04:35,20.10,81.11,16.78,,
255,06/29/2021 12:14:35,21.11,85.10,18.54,,
256,06/29/2021 12:24:35,21.14,76.95,16.96,,
257,06/29/2021 12:34:35,21.47,77.95,17.48,,
258,06/29/2021 12:44:35,20.98,74.39,16.27,,
259,06/29/2021 12:54:35,20.84,73.93,16.04,,
260,06/29/2021 13:04:35,20.89,76.81,16.69,,
261,06/29/2021 13:14:35,21.65,74.59,16.96,,
262,06/29/2021 13:24:35,22.40,71.87,17.10,,
263,06/29/2021 13:34:35,22.29,71.18,16.84,,
264,06/29/2021 13:44:35,21.78,71.16,16.34,,
265,06/29/2021 13:54:35,21.45,77.80,17.43,,
266,06/29/2021 14:04:35,21.47,71.93,16.22,,
267,06/29/2021 14:14:35,21.75,70.88,16.25,,
268,06/29/2021 14:24:35,21.95,71.71,16.63,,
269,06/29/2021 14:34:35,21.68,74.67,17.01,,
270,06/29/2021 14:44:35,22.02,69.42,16.18,,
271,06/29/2021 14:54:35,23.20,68.39,17.07,,
272,06/29/2021 15:04:35,23.42,64.60,16.39,,
273,06/29/2021 15:14:35,22.96,68.97,16.98,,
274,06/29/2021 15:24:35,23.34,67.17,16.92,,
275,06/29/2021 15:34:35,24.03,63.58,16.72,,
276,06/29/2021 15:44:35,23.87,58.42,15.24,,
277,06/29/2021 15:54:35,24.17,59.27,15.75,,
278,06/29/2021 16:04:35,24.27,57.61,15.39,,
279,06/29/2021 16:14:35,24.58,57.40,15.63,,
280,06/29/2021 16:24:35,24.17,61.24,16.26,,
281,06/29/2021 16:34:35,24.13,64.46,17.03,,
282,06/29/2021 16:44:35,23.91,57.80,15.12,,
283,06/29/2021 16:54:35,23.54,60.69,15.52,,
284,06/29/2021 17:04:35,23.05,69.58,17.20,,
285,06/29/2021 17:14:35,22.61,72.83,17.51,,
286,06/29/2021 17:24:35,21.75,72.80,16.67,,
287,06/29/2021 17:34:35,20.87,76.36,16.58,,
288,06/29/2021 17:44:35,18.56,77.51,14.57,,
289,06/29/2021 17:54:35,16.55,83.36,13.73,,
290,06/29/2021 18:04:35,15.71,86.53,13.49,,
291,06/29/2021 18:14:35,15.45,90.19,13.87,,
292,06/29/2021 18:24:35,15.29,91.76,13.98,,
293,06/29/2021 18:34:35,15.16,92.90,14.04,,
294,06/29/2021 18:44:35,15.12,93.59,14.11,,
295,06/29/2021 18:54:35,15.13,93.80,14.16,,
296,06/29/2021 19:04:35,15.22,94.46,14.35,,
297,06/29/2021 19:14:35,15.28,94.95,14.49,,
298,06/29/2021 19:24:35,15.46,94.92,14.67,,
299,06/29/2021 19:34:35,15.47,94.76,14.66,,
300,06/29/2021 19:44:35,15.49,95.12,14.74,,
301,06/29/2021 19:54:35,15.54,95.00,14.76,,
302,06/29/2021 20:04:35,15.57,94.47,14.70,,
303,06/29/2021 20:14:35,15.63,93.66,14.63,,
304,06/29/2021 20:24:35,15.56,92.96,14.44,,
305,06/29/2021 20:34:35,15.34,92.77,14.20,,
306,06/29/2021 20:44:35,15.16,92.17,13.92,,
307,06/29/2021 20:54:35,15.08,93.30,14.02,,
308,06/29/2021 21:04:35,14.97,93.74,13.99,,
309,06/29/2021 21:14:35,14.84,94.19,13.93,,
310,06/29/2021 21:24:35,14.81,94.29,13.92,,
311,06/29/2021 21:34:35,14.78,94.63,13.94,,
312,06/29/2021 21:44:35,14.74,94.66,13.91,,
313,06/29/2021 21:54:35,14.69,94.48,13.83,,
314,06/29/2021 22:04:35,14.66,94.82,13.85,,
315,06/29/2021 22:14:35,14.60,95.30,13.88,,
316,06/29/2021 22:24:35,14.59,95.62,13.92,,
317,06/29/2021 22:34:35,14.62,95.85,13.98,,
318,06/29/2021 22:44:35,14.62,95.83,13.97,,
319,06/29/2021 22:54:35,14.65,96.10,14.05,,
320,06/29/2021 23:04:35,14.69,96.17,14.10,,
321,06/29/2021 23:14:35,14.69,96.21,14.11,,
322,06/29/2021 23:24:35,14.68,96.21,14.10,,
323,06/29/2021 23:34:35,14.69,96.10,14.09,,
324,06/29/2021 23:44:35,14.65,96.05,14.04,,
325,06/29/2021 23:54:35,14.62,96.05,14.01,,
326,06/30/2021 00:04:35,14.59,96.28,14.03,,
327,06/30/2021 00:14:35,14.56,96.31,14.00,,
328,06/30/2021 00:24:35,14.52,96.32,13.96,,
329,06/30/2021 00:34:35,14.50,96.33,13.94,,
330,06/30/2021 00:44:35,14.44,96.13,13.85,,
331,06/30/2021 00:54:35,14.40,96.48,13.87,,
332,06/30/2021 01:04:35,14.36,96.56,13.84,,
333,06/30/2021 01:14:35,14.34,96.73,13.84,,
334,06/30/2021 01:24:35,14.35,96.78,13.86,,
335,06/30/2021 01:34:35,14.34,96.64,13.83,,
336,06/30/2021 01:44:35,14.33,96.75,13.83,,
337,06/30/2021 01:54:35,14.27,96.80,13.79,,
338,06/30/2021 02:04:35,14.24,96.79,13.76,,
339,06/30/2021 02:14:35,14.24,96.68,13.74,,
340,06/30/2021 02:24:35,14.19,96.69,13.68,,
341,06/30/2021 02:34:35,14.10,96.71,13.60,,
342,06/30/2021 02:44:35,14.12,96.68,13.62,,
343,06/30/2021 02:54:35,14.04,96.77,13.55,,
344,06/30/2021 03:04:35,14.01,96.97,13.56,,
345,06/30/2021 03:14:35,13.97,96.97,13.52,,
346,06/30/2021 03:24:35,13.95,97.13,13.52,,
347,06/30/2021 03:34:35,13.93,97.14,13.50,,
348,06/30/2021 03:44:35,13.85,97.06,13.41,,
349,06/30/2021 03:54:35,13.83,97.07,13.39,,
350,06/30/2021 04:04:35,13.82,97.31,13.42,,
351,06/30/2021 04:14:35,13.75,96.97,13.29,,
352,06/30/2021 04:24:35,13.66,96.88,13.19,,
353,06/30/2021 04:34:35,13.68,97.03,13.24,,
354,06/30/2021 04:44:35,13.64,97.08,13.20,,
355,06/30/2021 04:54:35,13.62,97.07,13.18,,
356,06/30/2021 05:04:35,13.54,96.91,13.08,,
357,06/30/2021 05:14:35,13.54,97.04,13.10,,
358,06/30/2021 05:24:35,13.59,97.28,13.18,,
359,06/30/2021 05:34:35,13.55,97.33,13.16,,
360,06/30/2021 05:44:35,13.50,97.31,13.10,,
361,06/30/2021 05:54:35,13.44,97.52,13.07,,
362,06/30/2021 06:04:35,13.45,97.71,13.11,,
363,06/30/2021 06:14:35,13.53,97.69,13.19,,
364,06/30/2021 06:24:35,13.58,97.57,13.21,,
365,06/30/2021 06:34:35,13.61,97.52,13.24,,
366,06/30/2021 06:44:35,13.56,97.38,13.17,,
367,06/30/2021 06:54:35,13.49,97.33,13.09,,
368,06/30/2021 07:04:35,13.44,97.63,13.08,,
369,06/30/2021 07:14:35,13.47,97.84,13.15,,
370,06/30/2021 07:24:35,13.44,97.65,13.09,,
371,06/30/2021 07:34:35,13.35,97.76,13.02,,
372,06/30/2021 07:44:35,13.38,97.88,13.07,,
373,06/30/2021 07:54:35,13.44,98.06,13.15,,
374,06/30/2021 08:04:35,13.47,97.96,13.17,,
375,06/30/2021 08:14:35,13.47,97.84,13.15,,
376,06/30/2021 08:24:35,13.31,97.66,12.96,,
377,06/30/2021 08:34:35,13.27,97.79,12.95,,
378,06/30/2021 08:44:35,13.26,97.71,12.92,,
379,06/30/2021 08:54:35,13.21,97.96,12.91,,
380,06/30/2021 09:04:35,13.14,97.69,12.79,,
381,06/30/2021 09:14:35,13.17,97.85,12.85,,
382,06/30/2021 09:24:35,13.11,97.27,12.71,,
383,06/30/2021 09:34:35,13.17,97.34,12.77,,
384,06/30/2021 09:44:35,13.22,97.20,12.80,,
385,06/30/2021 09:54:35,13.33,97.22,12.91,,
386,06/30/2021 10:04:35,13.56,97.62,13.21,,
387,06/30/2021 10:14:35,14.09,97.49,13.72,,
388,06/30/2021 10:24:35,14.75,93.22,13.69,,
389,06/30/2021 10:34:35,15.13,93.15,14.05,,
390,06/30/2021 10:44:35,15.23,92.51,14.04,,
391,06/30/2021 10:54:35,15.53,89.72,13.86,,
392,06/30/2021 11:04:35,15.10,91.80,13.79,,
393,06/30/2021 11:14:35,15.51,88.90,13.70,,
394,06/30/2021 11:24:35,16.16,88.06,14.20,,
395,06/30/2021 11:34:35,16.12,84.21,13.47,,
396,06/30/2021 11:44:35,15.82,84.46,13.22,,
397,06/30/2021 11:54:35,15.69,85.66,13.31,,
398,06/30/2021 12:04:35,16.19,82.74,13.27,,
399,06/30/2021 12:14:35,16.54,83.67,13.78,,
400,06/30/2021 12:24:35,17.04,80.56,13.69,,
401,06/30/2021 12:34:35,17.23,79.49,13.67,,
402,06/30/2021 12:44:35,17.20,78.43,13.43,,
403,06/30/2021 12:54:35,17.74,76.85,13.64,,
404,06/30/2021 13:04:35,17.77,74.74,13.24,,
405,06/30/2021 13:14:35,16.93,76.85,12.86,,
406,06/30/2021 13:24:35,17.19,79.06,13.55,,
407,06/30/2021 13:34:35,17.35,80.39,13.96,,
408,06/30/2021 13:44:35,17.44,78.08,13.60,,
409,06/30/2021 13:54:35,18.10,73.90,13.39,,
410,06/30/2021 14:04:35,18.36,72.01,13.24,,
411,06/30/2021 14:14:35,17.74,73.21,12.90,,
412,06/30/2021 14:24:35,17.04,77.06,13.01,,
413,06/30/2021 14:34:35,17.36,78.92,13.69,,
414,06/30/2021 14:44:35,17.14,77.11,13.11,,
415,06/30/2021 14:54:35,16.73,77.43,12.78,,
416,06/30/2021 15:04:35,17.04,80.52,13.68,,
417,06/30/2021 15:14:35,17.38,74.01,12.72,,
418,06/30/2021 15:24:35,16.72,78.61,13.00,,
419,06/30/2021 15:34:35,16.30,82.50,13.33,,
420,06/30/2021 15:44:35,16.41,81.28,13.21,,
421,06/30/2021 15:54:35,16.37,78.47,12.64,,
422,06/30/2021 16:04:35,16.20,81.16,12.99,,
423,06/30/2021 16:14:35,16.12,80.93,12.86,,
424,06/30/2021 16:24:35,16.44,80.65,13.12,,
425,06/30/2021 16:34:35,17.10,80.70,13.78,,
426,06/30/2021 16:44:35,17.73,74.67,13.19,,
427,06/30/2021 16:54:35,17.54,77.33,13.55,,
428,06/30/2021 17:04:35,17.03,78.58,13.30,,
429,06/30/2021 17:14:35,16.71,78.77,13.02,,
430,06/30/2021 17:24:35,16.70,80.16,13.28,,
431,06/30/2021 17:34:35,16.67,81.03,13.42,,
432,06/30/2021 17:44:35,17.00,79.62,13.47,,
433,06/30/2021 17:54:35,17.06,78.20,13.25,,
434,06/30/2021 18:04:35,16.71,79.36,13.13,,
435,06/30/2021 18:14:35,16.40,82.20,13.37,,
436,06/30/2021 18:24:35,15.95,83.52,13.17,,
437,06/30/2021 18:34:35,15.68,86.39,13.43,,
438,06/30/2021 18:44:35,15.47,86.88,13.32,,
439,06/30/2021 18:54:35,15.36,87.21,13.26,,
440,06/30/2021 19:04:35,15.24,86.17,12.96,,
441,06/30/2021 19:14:35,15.01,85.10,12.55,,
442,06/30/2021 19:24:35,14.91,85.64,12.54,,
443,06/30/2021 19:34:35,14.71,87.31,12.64,,
444,06/30/2021 19:44:35,14.55,88.65,12.72,,
445,06/30/2021 19:54:35,14.47,89.63,12.80,,
446,06/30/2021 20:04:35,14.34,89.83,12.70,,
447,06/30/2021 20:14:35,14.21,88.39,12.33,,
448,06/30/2021 20:24:35,14.05,87.62,12.04,,
449,06/30/2021 20:34:35,13.94,87.77,11.96,,
450,06/30/2021 20:44:35,13.84,89.53,12.17,,
451,06/30/2021 20:54:35,13.71,90.58,12.22,,
452,06/30/2021 21:04:35,13.54,92.19,12.32,,
453,06/30/2021 21:14:35,13.45,93.37,12.41,,
454,06/30/2021 21:24:35,13.36,94.01,12.43,,
455,06/30/2021 21:34:35,13.30,94.39,12.43,,
456,06/30/2021 21:44:35,13.23,94.38,12.36,,
457,06/30/2021 21:54:35,13.18,94.76,12.37,,
458,06/30/2021 22:04:35,13.11,95.04,12.35,,
459,06/30/2021 22:14:35,13.07,95.30,12.35,,
460,06/30/2021 22:24:35,13.07,95.58,12.40,,
461,06/30/2021 22:34:35,13.05,95.84,12.42,,
462,06/30/2021 22:44:35,13.07,96.13,12.48,,
463,06/30/2021 22:54:35,13.08,96.22,12.51,,
464,06/30/2021 23:04:35,13.11,96.48,12.58,,
465,06/30/2021 23:14:35,13.17,96.71,12.67,,
466,06/30/2021 23:24:35,13.21,96.87,12.74,,
467,06/30/2021 23:34:35,13.29,97.00,12.84,,
468,06/30/2021 23:44:35,13.21,96.54,12.69,,
469,06/30/2021 23:54:35,13.23,96.93,12.77,,
470,07/01/2021 00:04:35,13.17,96.64,12.66,,
471,07/01/2021 00:14:35,13.16,96.79,12.67,,
472,07/01/2021 00:24:35,13.15,96.79,12.66,,
473,07/01/2021 00:34:35,13.06,96.16,12.48,,
474,07/01/2021 00:44:35,13.03,96.81,12.55,,
475,07/01/2021 00:54:35,13.06,97.19,12.64,,
476,07/01/2021 01:04:35,13.09,97.30,12.69,,
477,07/01/2021 01:14:35,13.07,97.27,12.66,,
478,07/01/2021 01:24:35,13.07,97.27,12.66,,
