#,Date-Time (CET),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
73,06/28/2021 05:51:10,23.29,56.02,14.05,,
74,06/28/2021 06:01:10,23.25,56.33,14.09,,
75,06/28/2021 06:11:10,23.24,56.90,14.24,,
76,06/28/2021 06:21:10,23.25,57.60,14.44,,
77,06/28/2021 06:31:10,23.23,57.14,14.29,,
78,06/28/2021 06:41:10,23.24,57.19,14.32,,
79,06/28/2021 06:51:10,23.25,57.17,14.32,,
80,06/28/2021 07:01:10,23.24,57.11,14.30,,
81,06/28/2021 07:11:10,23.26,57.27,14.36,,
82,06/28/2021 07:21:10,23.25,57.29,14.36,,
83,06/28/2021 07:31:10,23.27,57.63,14.47,,
84,06/28/2021 07:41:10,23.25,57.69,14.46,,
85,06/28/2021 07:51:10,23.27,56.91,14.27,,
86,06/28/2021 08:01:10,23.29,57.31,14.40,,
87,06/28/2021 08:11:10,23.29,57.60,14.48,,
88,06/28/2021 08:21:10,23.29,57.90,14.56,,
89,06/28/2021 08:31:10,23.26,56.80,14.23,,
90,06/28/2021 08:41:10,23.25,56.57,14.16,,
91,06/28/2021 08:51:10,23.13,57.65,14.34,,
92,06/28/2021 09:01:10,23.06,58.16,14.41,,
93,06/28/2021 09:11:10,22.99,60.17,14.87,,
94,06/28/2021 09:21:10,23.00,62.93,15.58,,
95,06/28/2021 09:31:10,23.10,65.93,16.40,,
96,06/28/2021 09:41:10,23.72,52.19,13.36,,
97,06/28/2021 09:51:10,24.15,50.81,13.34,,
98,06/28/2021 10:01:10,24.54,52.51,14.20,,
99,06/28/2021 10:11:10,25.37,49.30,14.00,,
100,06/28/2021 10:21:10,26.23,43.88,12.99,,
101,06/28/2021 10:31:10,27.00,56.52,17.65,,
102,06/28/2021 10:41:10,27.66,52.86,17.19,,
103,06/28/2021 10:51:10,28.16,50.69,16.99,,
104,06/28/2021 11:01:10,28.48,51.17,17.44,,
105,06/28/2021 11:11:10,28.67,46.87,16.22,,
106,06/28/2021 11:21:10,28.65,33.68,11.12,,
107,06/28/2021 11:31:10,28.34,29.99,9.12,,
108,06/28/2021 11:41:10,27.88,32.45,9.89,,
109,06/28/2021 11:51:10,27.40,31.02,8.80,,
110,06/28/2021 12:01:10,26.84,35.41,10.29,,
111,06/28/2021 12:11:10,26.51,33.82,9.31,,
112,06/28/2021 12:21:10,26.33,37.42,10.66,,
113,06/28/2021 12:31:10,26.32,39.74,11.56,,
114,06/28/2021 12:41:10,26.36,34.37,9.42,,
115,06/28/2021 12:51:10,26.41,33.40,9.04,,
116,06/28/2021 13:01:10,26.53,44.03,13.31,,
117,06/28/2021 13:11:10,26.58,53.54,16.40,,
118,06/28/2021 13:21:10,26.67,52.30,16.11,,
119,06/28/2021 13:31:10,26.82,51.56,16.03,,
120,06/28/2021 13:41:10,26.99,51.34,16.12,,
121,06/28/2021 13:51:10,26.66,68.05,20.30,,
122,06/28/2021 14:01:10,26.33,60.80,18.17,,
123,06/28/2021 14:01:25,,,,Logged,
124,06/28/2021 14:11:10,25.79,65.19,18.78,,
125,06/28/2021 14:21:10,25.17,66.08,18.41,,
126,06/28/2021 14:31:10,24.72,68.60,18.58,,
127,06/28/2021 14:41:10,24.63,65.16,17.68,,
128,06/28/2021 14:51:10,24.87,64.50,17.74,,
129,06/28/2021 15:01:10,25.05,63.01,17.54,,
130,06/28/2021 15:11:10,25.23,63.88,17.93,,
131,06/28/2021 15:21:10,25.23,64.47,18.08,,
132,06/28/2021 15:31:10,25.14,62.30,17.44,,
133,06/28/2021 15:41:10,25.17,62.95,17.64,,
134,06/28/2021 15:51:10,25.21,66.97,18.66,,
135,06/28/2021 16:01:10,25.18,65.00,18.16,,
136,06/28/2021 16:11:10,25.21,62.24,17.50,,
137,06/28/2021 16:21:10,25.19,68.00,18.89,,
138,06/28/2021 16:31:10,24.95,67.93,18.65,,
139,06/28/2021 16:41:10,24.82,71.89,19.42,,
140,06/28/2021 16:51:10,24.79,69.24,18.80,,
141,06/28/2021 17:01:10,24.71,72.22,19.39,,
142,06/28/2021 17:11:10,24.78,69.65,18.88,,
143,06/28/2021 17:21:10,24.76,67.40,18.34,,
144,06/28/2021 17:31:10,24.77,67.89,18.46,,
145,06/28/2021 17:41:10,24.71,71.46,19.22,,
146,06/28/2021 17:51:10,24.60,73.85,19.65,,
147,06/28/2021 18:01:10,24.57,72.22,19.26,,
148,06/28/2021 18:11:10,24.42,70.57,18.74,,
149,06/28/2021 18:21:10,24.28,72.90,19.13,,
150,06/28/2021 18:31:10,24.13,74.02,19.23,,
151,06/28/2021 18:41:10,23.98,72.13,18.67,,
152,06/28/2021 18:51:10,23.82,74.37,19.01,,
153,06/28/2021 19:01:10,23.71,74.05,18.83,,
154,06/28/2021 19:11:10,23.68,77.99,19.64,,
155,06/28/2021 19:21:10,23.66,75.28,19.05,,
156,06/28/2021 19:31:10,23.58,74.76,18.86,,
157,06/28/2021 19:41:10,23.42,74.68,18.69,,
158,06/28/2021 19:51:10,23.23,73.99,18.36,,
159,06/28/2021 20:01:10,23.05,75.63,18.53,,
160,06/28/2021 20:11:10,22.84,75.67,18.34,,
161,06/28/2021 20:21:10,22.61,78.13,18.62,,
162,06/28/2021 20:31:10,22.36,78.03,18.36,,
163,06/28/2021 20:41:10,21.99,80.14,18.44,,
164,06/28/2021 20:51:10,21.67,77.55,17.60,,
165,06/28/2021 21:01:10,21.28,82.32,18.16,,
166,06/28/2021 21:11:10,20.75,84.72,18.11,,
167,06/28/2021 21:21:10,20.35,86.53,18.06,,
168,06/28/2021 21:31:10,19.99,87.54,17.88,,
169,06/28/2021 21:41:10,19.72,89.52,17.97,,
170,06/28/2021 21:51:10,19.45,90.55,17.89,,
171,06/28/2021 22:01:10,19.30,91.41,17.89,,
172,06/28/2021 22:11:10,19.15,91.39,17.74,,
173,06/28/2021 22:21:10,18.94,90.64,17.40,,
174,06/28/2021 22:31:10,18.62,88.36,16.68,,
175,06/28/2021 22:41:10,18.24,90.20,16.63,,
176,06/28/2021 22:51:10,17.94,91.40,16.54,,
177,06/28/2021 23:01:10,17.83,92.38,16.60,,
178,06/28/2021 23:11:10,17.73,93.23,16.64,,
179,06/28/2021 23:21:10,17.69,93.24,16.61,,
180,06/28/2021 23:31:10,17.54,93.43,16.49,,
181,06/28/2021 23:41:10,17.50,94.08,16.56,,
182,06/28/2021 23:51:10,17.54,94.54,16.68,,
183,06/29/2021 00:01:10,17.56,94.95,16.77,,
184,06/29/2021 00:11:10,17.62,94.87,16.81,,
185,06/29/2021 00:21:10,17.51,94.28,16.60,,
186,06/29/2021 00:31:10,17.24,92.60,16.05,,
187,06/29/2021 00:41:10,16.96,93.15,15.87,,
188,06/29/2021 00:51:10,16.79,93.83,15.81,,
189,06/29/2021 01:01:10,16.62,94.18,15.70,,
190,06/29/2021 01:11:10,16.54,94.21,15.62,,
191,06/29/2021 01:21:10,16.39,94.45,15.51,,
192,06/29/2021 01:31:10,16.28,94.46,15.41,,
193,06/29/2021 01:41:10,16.17,94.88,15.37,,
194,06/29/2021 01:51:10,16.16,95.11,15.40,,
195,06/29/2021 02:01:10,16.12,95.45,15.41,,
196,06/29/2021 02:11:10,16.12,95.60,15.43,,
197,06/29/2021 02:21:10,16.14,95.90,15.50,,
198,06/29/2021 02:31:10,16.16,95.88,15.52,,
199,06/29/2021 02:41:10,16.17,95.81,15.52,,
200,06/29/2021 02:51:10,16.14,95.64,15.46,,
201,06/29/2021 03:01:10,16.11,95.58,15.42,,
202,06/29/2021 03:11:10,16.08,95.34,15.36,,
203,06/29/2021 03:21:10,16.03,95.32,15.30,,
204,06/29/2021 03:31:10,15.93,95.13,15.17,,
205,06/29/2021 03:41:10,15.88,95.23,15.14,,
206,06/29/2021 03:51:10,15.86,95.64,15.18,,
207,06/29/2021 04:01:10,15.80,95.60,15.11,,
208,06/29/2021 04:11:10,15.73,95.59,15.05,,
209,06/29/2021 04:21:10,15.69,95.54,15.00,,
210,06/29/2021 04:31:10,15.68,95.58,14.99,,
211,06/29/2021 04:41:10,15.67,96.13,15.07,,
212,06/29/2021 04:51:10,15.62,96.07,15.02,,
213,06/29/2021 05:01:10,15.65,96.39,15.09,,
214,06/29/2021 05:11:10,15.66,96.52,15.12,,
215,06/29/2021 05:21:10,15.68,96.71,15.18,,
216,06/29/2021 05:31:10,15.77,97.03,15.32,,
217,06/29/2021 05:41:10,15.87,96.96,15.41,,
218,06/29/2021 05:51:10,15.95,96.93,15.48,,
219,06/29/2021 06:01:10,15.99,96.97,15.53,,
220,06/29/2021 06:11:10,15.97,96.83,15.48,,
221,06/29/2021 06:21:10,15.91,96.59,15.39,,
222,06/29/2021 06:31:10,15.88,96.79,15.39,,
223,06/29/2021 06:41:10,15.95,97.06,15.50,,
224,06/29/2021 06:51:10,16.07,97.16,15.64,,
225,06/29/2021 07:01:10,16.14,97.31,15.73,,
226,06/29/2021 07:11:10,16.26,97.33,15.85,,
227,06/29/2021 07:21:10,16.39,97.35,15.98,,
228,06/29/2021 07:31:10,16.51,97.38,16.12,,
229,06/29/2021 07:41:10,16.57,97.20,16.14,,
230,06/29/2021 07:51:10,16.65,97.32,16.25,,
231,06/29/2021 08:01:10,16.77,97.38,16.38,,
232,06/29/2021 08:11:10,16.87,97.26,16.45,,
233,06/29/2021 08:21:10,16.92,97.13,16.48,,
234,06/29/2021 08:31:10,16.90,96.96,16.44,,
235,06/29/2021 08:41:10,16.81,96.58,16.29,,
236,06/29/2021 08:51:10,16.73,96.50,16.19,,
237,06/29/2021 09:01:10,16.75,96.69,16.24,,
238,06/29/2021 09:11:10,16.64,95.89,16.00,,
239,06/29/2021 09:21:10,16.61,95.89,15.97,,
240,06/29/2021 09:31:10,16.64,96.91,16.17,,
241,06/29/2021 09:41:10,16.65,96.26,16.08,,
242,06/29/2021 09:51:10,16.81,97.27,16.40,,
243,06/29/2021 10:01:10,16.94,96.07,16.33,,
244,06/29/2021 10:11:10,17.06,95.53,16.36,,
245,06/29/2021 10:21:10,17.14,94.94,16.34,,
246,06/29/2021 10:31:10,17.13,95.03,16.34,,
247,06/29/2021 10:41:10,17.14,95.10,16.37,,
248,06/29/2021 10:51:10,17.15,94.51,16.28,,
249,06/29/2021 11:01:10,17.22,95.63,16.54,,
250,06/29/2021 11:11:10,17.40,96.21,16.82,,
251,06/29/2021 11:21:10,17.63,92.03,16.34,,
252,06/29/2021 11:31:10,17.84,93.54,16.81,,
253,06/29/2021 11:41:10,18.17,92.37,16.93,,
254,06/29/2021 11:51:10,18.63,90.74,17.10,,
255,06/29/2021 12:01:10,18.97,91.02,17.49,,
256,06/29/2021 12:11:10,19.29,90.58,17.73,,
257,06/29/2021 12:21:10,19.72,86.67,17.46,,
258,06/29/2021 12:31:10,20.03,87.01,17.83,,
259,06/29/2021 12:41:10,20.18,84.33,17.48,,
260,06/29/2021 12:51:10,20.05,89.27,18.26,,
261,06/29/2021 13:01:10,20.43,87.98,18.39,,
262,06/29/2021 13:11:10,20.69,84.87,18.07,,
263,06/29/2021 13:21:10,21.13,82.69,18.09,,
264,06/29/2021 13:31:10,21.13,81.51,17.86,,
265,06/29/2021 13:41:10,21.00,83.33,18.09,,
266,06/29/2021 13:51:10,20.75,82.68,17.72,,
267,06/29/2021 14:01:10,20.56,82.17,17.43,,
268,06/29/2021 14:11:10,20.77,84.53,18.09,,
269,06/29/2021 14:21:10,21.07,83.56,18.20,,
270,06/29/2021 14:31:10,20.90,80.71,17.48,,
271,06/29/2021 14:41:10,20.66,81.83,17.47,,
272,06/29/2021 14:51:10,20.99,76.32,16.68,,
273,06/29/2021 15:01:10,21.36,75.91,16.96,,
274,06/29/2021 15:11:10,21.67,76.63,17.41,,
275,06/29/2021 15:21:10,21.61,81.76,18.38,,
276,06/29/2021 15:31:10,21.79,75.18,17.22,,
277,06/29/2021 15:41:10,21.98,76.97,17.78,,
278,06/29/2021 15:51:10,21.96,72.86,16.89,,
279,06/29/2021 16:01:10,21.92,74.40,17.18,,
280,06/29/2021 16:11:10,22.01,72.77,16.91,,
281,06/29/2021 16:21:10,22.07,71.49,16.70,,
282,06/29/2021 16:31:10,21.90,73.55,16.98,,
283,06/29/2021 16:41:10,21.75,76.65,17.49,,
284,06/29/2021 16:51:10,21.61,74.93,16.99,,
285,06/29/2021 17:01:10,21.37,76.31,17.06,,
286,06/29/2021 17:11:10,21.08,78.22,17.16,,
287,06/29/2021 17:21:10,20.76,80.08,17.22,,
288,06/29/2021 17:31:10,20.37,82.37,17.29,,
289,06/29/2021 17:41:10,19.75,79.05,16.04,,
290,06/29/2021 17:51:10,18.13,83.22,15.26,,
291,06/29/2021 18:01:10,17.00,85.79,14.62,,
292,06/29/2021 18:11:10,16.34,88.15,14.39,,
293,06/29/2021 18:21:10,15.92,90.96,14.47,,
294,06/29/2021 18:31:10,15.67,93.18,14.59,,
295,06/29/2021 18:41:10,15.54,93.96,14.59,,
296,06/29/2021 18:51:10,15.47,94.39,14.60,,
297,06/29/2021 19:01:10,15.44,94.97,14.66,,
298,06/29/2021 19:11:10,15.47,95.91,14.84,,
299,06/29/2021 19:21:10,15.59,96.09,14.99,,
300,06/29/2021 19:31:10,15.63,96.03,15.02,,
301,06/29/2021 19:41:10,15.67,96.34,15.10,,
302,06/29/2021 19:51:10,15.70,96.37,15.14,,
303,06/29/2021 20:01:10,15.76,96.47,15.22,,
304,06/29/2021 20:11:10,15.74,96.01,15.13,,
305,06/29/2021 20:21:10,15.73,95.40,15.02,,
306,06/29/2021 20:31:10,15.57,94.53,14.71,,
307,06/29/2021 20:41:10,15.44,94.62,14.60,,
308,06/29/2021 20:51:10,15.31,94.43,14.44,,
309,06/29/2021 21:01:10,15.17,94.51,14.32,,
310,06/29/2021 21:11:10,15.09,95.30,14.36,,
311,06/29/2021 21:21:10,15.04,95.63,14.37,,
312,06/29/2021 21:31:10,15.01,95.85,14.37,,
313,06/29/2021 21:41:10,14.93,95.44,14.22,,
314,06/29/2021 21:51:10,14.91,95.82,14.26,,
315,06/29/2021 22:01:10,14.85,95.96,14.23,,
316,06/29/2021 22:11:10,14.85,96.38,14.30,,
317,06/29/2021 22:21:10,14.80,96.64,14.29,,
318,06/29/2021 22:31:10,14.83,96.84,14.35,,
319,06/29/2021 22:41:10,14.85,96.87,14.38,,
320,06/29/2021 22:51:10,14.85,96.91,14.38,,
321,06/29/2021 23:01:10,14.86,97.11,14.43,,
322,06/29/2021 23:11:10,14.88,97.29,14.48,,
323,06/29/2021 23:21:10,14.89,97.26,14.48,,
324,06/29/2021 23:31:10,14.87,97.15,14.44,,
325,06/29/2021 23:41:10,14.82,97.07,14.38,,
326,06/29/2021 23:51:10,14.83,97.02,14.38,,
327,06/30/2021 00:01:10,14.78,96.99,14.32,,
328,06/30/2021 00:11:10,14.79,97.18,14.36,,
329,06/30/2021 00:21:10,14.78,97.19,14.35,,
330,06/30/2021 00:31:10,14.72,97.07,14.28,,
331,06/30/2021 00:41:10,14.69,97.08,14.25,,
332,06/30/2021 00:51:10,14.65,96.83,14.17,,
333,06/30/2021 01:01:10,14.59,97.07,14.15,,
334,06/30/2021 01:11:10,14.59,97.25,14.18,,
335,06/30/2021 01:21:10,14.58,97.40,14.19,,
336,06/30/2021 01:31:10,14.53,97.28,14.12,,
337,06/30/2021 01:41:10,14.53,97.36,14.13,,
338,06/30/2021 01:51:10,14.52,97.46,14.14,,
339,06/30/2021 02:01:10,14.52,97.58,14.16,,
340,06/30/2021 02:11:10,14.49,97.49,14.11,,
341,06/30/2021 02:21:10,14.42,97.34,14.02,,
342,06/30/2021 02:31:10,14.40,97.48,14.02,,
343,06/30/2021 02:41:10,14.37,97.33,13.97,,
344,06/30/2021 02:51:10,14.35,97.54,13.98,,
345,06/30/2021 03:01:10,14.28,97.48,13.91,,
346,06/30/2021 03:11:10,14.28,97.57,13.92,,
347,06/30/2021 03:21:10,14.24,97.54,13.87,,
348,06/30/2021 03:31:10,14.19,97.67,13.84,,
349,06/30/2021 03:41:10,14.13,97.54,13.77,,
350,06/30/2021 03:51:10,14.09,97.34,13.69,,
351,06/30/2021 04:01:10,14.04,97.46,13.66,,
352,06/30/2021 04:11:10,14.06,97.81,13.73,,
353,06/30/2021 04:21:10,14.01,97.58,13.66,,
354,06/30/2021 04:31:10,13.98,97.50,13.61,,
355,06/30/2021 04:41:10,13.96,97.79,13.63,,
356,06/30/2021 04:51:10,13.91,97.52,13.54,,
357,06/30/2021 05:01:10,13.90,97.50,13.52,,
358,06/30/2021 05:11:10,13.77,97.33,13.37,,
359,06/30/2021 05:21:10,13.74,97.47,13.36,,
360,06/30/2021 05:31:10,13.74,97.74,13.40,,
361,06/30/2021 05:41:10,13.74,97.90,13.43,,
362,06/30/2021 05:51:10,13.69,97.95,13.39,,
363,06/30/2021 06:01:10,13.67,97.98,13.37,,
364,06/30/2021 06:11:10,13.69,97.89,13.38,,
365,06/30/2021 06:21:10,13.73,98.09,13.45,,
366,06/30/2021 06:31:10,13.75,98.24,13.49,,
367,06/30/2021 06:41:10,13.78,98.18,13.51,,
368,06/30/2021 06:51:10,13.73,97.96,13.42,,
369,06/30/2021 07:01:10,13.69,97.99,13.40,,
370,06/30/2021 07:11:10,13.66,98.14,13.39,,
371,06/30/2021 07:21:10,13.66,98.08,13.38,,
372,06/30/2021 07:31:10,13.59,98.13,13.31,,
373,06/30/2021 07:41:10,13.62,98.39,13.38,,
374,06/30/2021 07:51:10,13.67,98.39,13.44,,
375,06/30/2021 08:01:10,13.74,98.51,13.52,,
376,06/30/2021 08:11:10,13.73,98.39,13.49,,
377,06/30/2021 08:21:10,13.65,98.09,13.37,,
378,06/30/2021 08:31:10,13.59,98.09,13.31,,
379,06/30/2021 08:41:10,13.58,98.34,13.33,,
380,06/30/2021 08:51:10,13.48,98.09,13.20,,
381,06/30/2021 09:01:10,13.43,98.10,13.15,,
382,06/30/2021 09:11:10,13.38,98.04,13.09,,
383,06/30/2021 09:21:10,13.38,98.27,13.13,,
384,06/30/2021 09:31:10,13.41,98.59,13.21,,
385,06/30/2021 09:41:10,13.41,98.18,13.15,,
386,06/30/2021 09:51:10,13.47,98.41,13.24,,
387,06/30/2021 10:01:10,13.52,98.44,13.30,,
388,06/30/2021 10:11:10,13.68,98.87,13.52,,
389,06/30/2021 10:21:10,14.11,99.48,14.05,,
390,06/30/2021 10:31:10,14.45,98.99,14.32,,
391,06/30/2021 10:41:10,14.60,97.77,14.27,,
392,06/30/2021 10:51:10,14.73,97.30,14.33,,
393,06/30/2021 11:01:10,14.77,95.27,14.03,,
394,06/30/2021 11:11:10,14.77,96.23,14.19,,
395,06/30/2021 11:21:10,15.08,96.17,14.49,,
396,06/30/2021 11:31:10,15.38,93.26,14.31,,
397,06/30/2021 11:41:10,15.26,92.27,14.03,,
398,06/30/2021 11:51:10,15.19,92.50,14.01,,
399,06/30/2021 12:01:10,15.33,90.14,13.74,,
400,06/30/2021 12:11:10,15.72,90.48,14.18,,
401,06/30/2021 12:21:10,16.00,89.12,14.23,,
402,06/30/2021 12:31:10,16.41,88.99,14.61,,
403,06/30/2021 12:41:10,16.59,86.45,14.34,,
404,06/30/2021 12:51:10,16.63,88.59,14.76,,
405,06/30/2021 13:01:10,16.93,84.09,14.25,,
406,06/30/2021 13:11:10,16.67,84.51,14.07,,
407,06/30/2021 13:21:10,16.48,86.13,14.17,,
408,06/30/2021 13:31:10,16.73,86.77,14.53,,
409,06/30/2021 13:41:10,16.73,86.73,14.52,,
410,06/30/2021 13:51:10,17.15,86.97,14.98,,
411,06/30/2021 14:01:10,17.41,85.49,14.98,,
412,06/30/2021 14:11:10,17.43,80.99,14.15,,
413,06/30/2021 14:21:10,17.03,80.22,13.61,,
414,06/30/2021 14:31:10,16.86,86.31,14.58,,
415,06/30/2021 14:41:10,16.80,83.06,13.93,,
416,06/30/2021 14:51:10,16.64,86.38,14.38,,
417,06/30/2021 15:01:10,16.43,86.48,14.18,,
418,06/30/2021 15:11:10,16.64,83.82,13.91,,
419,06/30/2021 15:21:10,16.57,81.57,13.42,,
420,06/30/2021 15:31:10,16.28,85.37,13.84,,
421,06/30/2021 15:41:10,16.08,86.96,13.93,,
422,06/30/2021 15:51:10,16.13,89.36,14.39,,
423,06/30/2021 16:01:10,16.04,84.62,13.47,,
424,06/30/2021 16:11:10,15.93,87.20,13.83,,
425,06/30/2021 16:21:10,15.92,88.74,14.09,,
426,06/30/2021 16:31:10,16.07,89.45,14.36,,
427,06/30/2021 16:41:10,16.51,87.30,14.42,,
428,06/30/2021 16:51:10,16.82,84.62,14.24,,
429,06/30/2021 17:01:10,16.73,85.69,14.34,,
430,06/30/2021 17:11:10,16.54,84.21,13.88,,
431,06/30/2021 17:21:10,16.42,85.50,14.00,,
432,06/30/2021 17:31:10,16.39,86.64,14.17,,
433,06/30/2021 17:41:10,16.40,83.78,13.66,,
434,06/30/2021 17:51:10,16.46,83.72,13.72,,
435,06/30/2021 18:01:10,16.47,86.03,14.15,,
436,06/30/2021 18:11:10,16.36,84.10,13.69,,
437,06/30/2021 18:21:10,16.12,85.81,13.76,,
438,06/30/2021 18:31:10,15.82,88.14,13.88,,
439,06/30/2021 18:41:10,15.66,88.54,13.79,,
440,06/30/2021 18:51:10,15.47,86.31,13.21,,
441,06/30/2021 19:01:10,15.28,87.62,13.26,,
442,06/30/2021 19:11:10,15.13,88.80,13.31,,
443,06/30/2021 19:21:10,15.01,86.73,12.84,,
444,06/30/2021 19:31:10,14.89,89.56,13.21,,
445,06/30/2021 19:41:10,14.75,89.92,13.14,,
446,06/30/2021 19:51:10,14.69,91.01,13.26,,
447,06/30/2021 20:01:10,14.59,90.73,13.11,,
448,06/30/2021 20:11:10,14.50,90.05,12.90,,
449,06/30/2021 20:21:10,14.40,90.37,12.86,,
450,06/30/2021 20:31:10,14.29,89.85,12.67,,
451,06/30/2021 20:41:10,14.19,89.81,12.55,,
452,06/30/2021 20:51:10,14.09,90.92,12.65,,
453,06/30/2021 21:01:10,13.97,91.89,12.69,,
454,06/30/2021 21:11:10,13.90,93.14,12.82,,
455,06/30/2021 21:21:10,13.77,94.16,12.86,,
456,06/30/2021 21:31:10,13.68,94.59,12.85,,
457,06/30/2021 21:41:10,13.60,94.83,12.80,,
458,06/30/2021 21:51:10,13.54,94.76,12.74,,
459,06/30/2021 22:01:10,13.44,94.95,12.66,,
460,06/30/2021 22:11:10,13.37,95.05,12.61,,
461,06/30/2021 22:21:10,13.32,95.47,12.62,,
462,06/30/2021 22:31:10,13.34,96.01,12.73,,
463,06/30/2021 22:41:10,13.27,96.19,12.70,,
464,06/30/2021 22:51:10,13.26,96.65,12.76,,
465,06/30/2021 23:01:10,13.31,97.06,12.87,,
466,06/30/2021 23:11:10,13.34,97.40,12.95,,
467,06/30/2021 23:21:10,13.33,97.54,12.96,,
468,06/30/2021 23:31:10,13.36,97.80,13.04,,
469,06/30/2021 23:41:10,13.40,97.97,13.11,,
470,06/30/2021 23:51:10,13.45,97.92,13.14,,
471,07/01/2021 00:01:10,13.45,97.89,13.14,,
472,07/01/2021 00:11:10,13.43,97.81,13.10,,
473,07/01/2021 00:21:10,13.39,97.84,13.07,,
474,07/01/2021 00:31:10,13.36,97.74,13.03,,
475,07/01/2021 00:41:10,13.30,97.59,12.94,,
476,07/01/2021 00:51:10,13.27,97.98,12.98,,
477,07/01/2021 01:01:10,13.26,98.01,12.97,,
478,07/01/2021 01:11:10,13.25,98.03,12.97,,
